Date,Latitude,Longitude
12/31/12 23:15,41.75628399,-87.62164472
12/31/12 22:00,41.89878849,-87.66130317
12/31/12 22:00,41.96918578,-87.76766974
12/31/12 22:00,41.76932868,-87.65772562
12/31/12 21:30,41.83756759,-87.62176133
12/31/12 20:30,41.92856081,-87.75399811
12/31/12 20:10,41.73206438,-87.56480699
12/31/12 20:00,41.79251066,-87.61931523
12/31/12 19:00,41.86361905,-87.70909915
12/31/12 18:00,41.89008017,-87.65881624
12/31/12 18:00,41.86542444,-87.72024588
12/31/12 17:00,41.76506481,-87.66066246
12/31/12 16:30,41.82053998,-87.68490083
12/31/12 16:20,41.78454873,-87.68393262
12/31/12 16:15,41.89348893,-87.62160374
12/31/12 16:00,41.74443823,-87.68835309
12/31/12 16:00,41.96477311,-87.72164756
12/31/12 16:00,41.88434582,-87.63107701
12/31/12 14:36,41.7176144,-87.62750715
12/31/12 13:45,41.92544956,-87.64203632
12/31/12 13:15,41.75121713,-87.5941236
12/31/12 10:00,41.94974295,-87.65425788
12/31/12 9:30,41.81497046,-87.70039718
12/31/12 9:00,41.77265275,-87.58520756
12/31/12 8:20,41.80463473,-87.6845184
12/31/12 8:05,41.86356026,-87.70938975
12/31/12 7:05,41.8167057,-87.61911257
12/31/12 7:00,41.94157884,-87.68219466
12/31/12 7:00,41.8963196,-87.76681093
12/31/12 6:50,41.74771072,-87.73631847
12/31/12 5:45,41.95127996,-87.6515212
12/31/12 3:00,41.708099,-87.6314017
12/31/12 3:00,41.97863241,-87.8463122
12/31/12 3:00,41.84297609,-87.63195162
12/31/12 2:00,41.78928542,-87.73392708
12/31/12 1:00,41.88589576,-87.76656884
12/31/12 0:01,NA,NA
12/31/12 0:00,41.94541381,-87.80716001
12/31/12 0:00,41.76125914,-87.610176
12/31/12 0:00,41.94548558,-87.72867271
12/30/12 23:00,41.77373481,-87.69297214
12/30/12 22:30,41.89896902,-87.70031771
12/30/12 22:00,41.84170157,-87.70876541
12/30/12 22:00,41.93382639,-87.67258209
12/30/12 21:00,41.90391866,-87.75857765
12/30/12 20:00,41.7330526,-87.60834188
12/30/12 20:00,41.84630424,-87.70034167
12/30/12 19:46,41.92874771,-87.80289447
12/30/12 18:30,42.00551698,-87.66848158
12/30/12 18:30,NA,NA
12/30/12 18:30,41.72922549,-87.60592672
12/30/12 18:00,41.99069768,-87.69347266
12/30/12 18:00,41.89690643,-87.75953676
12/30/12 18:00,41.87105871,-87.70708084
12/30/12 16:00,41.84272306,-87.71039595
12/30/12 15:30,41.79254171,-87.62388407
12/30/12 15:00,41.81396493,-87.59920946
12/30/12 15:00,NA,NA
12/30/12 15:00,41.79895418,-87.69531768
12/30/12 15:00,41.90881267,-87.72056564
12/30/12 12:00,41.93858862,-87.6980442
12/30/12 11:40,41.84483324,-87.69536854
12/30/12 11:00,41.88218985,-87.68734785
12/30/12 11:00,41.95619842,-87.70305314
12/30/12 9:00,41.79062626,-87.69996199
12/30/12 8:20,41.73377774,-87.60627105
12/30/12 8:20,41.71907672,-87.59726121
12/30/12 8:15,41.91565928,-87.73614461
12/30/12 8:00,41.89406434,-87.77026135
12/30/12 7:15,41.74795102,-87.56848729
12/30/12 7:05,41.7868984,-87.73507868
12/30/12 6:47,41.78563355,-87.74148883
12/30/12 4:50,41.90167499,-87.63006801
12/30/12 3:00,41.75859854,-87.59571387
12/30/12 3:00,41.93812825,-87.65871076
12/30/12 2:00,41.9807119,-87.65668364
12/30/12 1:30,42.01692976,-87.6876604
12/30/12 1:00,41.668849,-87.61752109
12/30/12 1:00,41.74745959,-87.55133589
12/30/12 1:00,41.95028584,-87.71538963
12/30/12 0:30,41.71241567,-87.63182721
12/30/12 0:30,41.86622924,-87.71068914
12/30/12 0:30,41.78554466,-87.61431417
12/30/12 0:01,41.74853433,-87.60374457
12/30/12 0:00,41.90423694,-87.74986131
12/30/12 0:00,41.88889174,-87.71382587
12/29/12 23:30,NA,NA
12/29/12 23:11,41.8829396,-87.76036314
12/29/12 21:00,41.93491701,-87.75847951
12/29/12 20:30,41.86042626,-87.7309688
12/29/12 19:30,41.76569437,-87.66367263
12/29/12 18:30,41.71934754,-87.53664422
12/29/12 18:00,41.84283673,-87.70757999
12/29/12 18:00,41.8458767,-87.70644932
12/29/12 17:30,41.77324532,-87.58644344
12/29/12 17:00,41.73838131,-87.61829567
12/29/12 17:00,41.77065019,-87.72270715
12/29/12 16:15,41.85061391,-87.7343312
12/29/12 16:00,41.95950432,-87.67982827
12/29/12 14:00,41.77471631,-87.76145203
12/29/12 12:00,41.94631884,-87.67414769
12/29/12 12:00,41.78641913,-87.80109192
12/29/12 11:30,41.70757959,-87.53422596
12/29/12 11:30,41.77723685,-87.65944274
12/29/12 11:00,41.75183135,-87.70719664
12/29/12 11:00,41.99254523,-87.65814377
12/29/12 10:00,41.77922141,-87.69359949
12/29/12 9:00,41.670475,-87.63694944
12/29/12 8:30,41.90463027,-87.72104645
12/29/12 8:00,41.88854004,-87.74989399
12/29/12 7:00,41.80008061,-87.69505345
12/29/12 7:00,41.76893055,-87.63204395
12/29/12 7:00,41.79685427,-87.69374322
12/29/12 7:00,NA,NA
12/29/12 6:00,41.89985337,-87.63555742
12/29/12 5:30,41.87937319,-87.74377528
12/29/12 5:00,41.8387265,-87.71327141
12/29/12 4:00,41.93936369,-87.68646239
12/29/12 4:00,41.85967199,-87.65662499
12/29/12 3:30,41.70272093,-87.64377543
12/29/12 3:30,41.75599815,-87.58234441
12/29/12 3:00,41.9378323,-87.81639249
12/29/12 3:00,NA,NA
12/29/12 2:00,41.83822464,-87.61841463
12/29/12 1:00,41.72647055,-87.64199026
12/29/12 1:00,41.84452046,-87.63319358
12/28/12 23:45,41.9791677,-87.65774816
12/28/12 23:00,41.94117082,-87.70350256
12/28/12 22:30,41.75028311,-87.58718243
12/28/12 22:30,41.93522476,-87.72448429
12/28/12 21:45,41.77199161,-87.68943353
12/28/12 21:30,41.73537616,-87.63523391
12/28/12 21:30,41.97193605,-87.73319215
12/28/12 21:00,41.93751555,-87.76782474
12/28/12 21:00,41.85326884,-87.65000107
12/28/12 20:30,41.85838125,-87.66631496
12/28/12 20:30,41.8526376,-87.70879117
12/28/12 20:00,41.92036055,-87.78061619
12/28/12 20:00,41.78242775,-87.6997237
12/28/12 20:00,41.77350962,-87.70990766
12/28/12 19:45,41.94711047,-87.71533208
12/28/12 19:00,41.75471514,-87.55491641
12/28/12 18:30,41.92761504,-87.76020976
12/28/12 18:25,41.8991027,-87.70466911
12/28/12 18:00,41.97882894,-87.70890569
12/28/12 18:00,41.7752068,-87.71725276
12/28/12 18:00,41.93196312,-87.68413735
12/28/12 18:00,41.85502135,-87.64385243
12/28/12 18:00,41.97957178,-87.69676168
12/28/12 18:00,41.85515047,-87.65215408
12/28/12 17:30,41.72016834,-87.53905896
12/28/12 16:00,41.97988947,-87.71014947
12/28/12 16:00,41.90936052,-87.67430029
12/28/12 15:00,41.93184791,-87.80272546
12/28/12 15:00,41.89510474,-87.66348312
12/28/12 15:00,41.97252383,-87.67615754
12/28/12 14:30,41.88527019,-87.67166878
12/28/12 14:00,41.93997315,-87.76424511
12/28/12 14:00,41.78596821,-87.64630515
12/28/12 13:45,41.75464162,-87.74138516
12/28/12 13:30,41.86131929,-87.69609308
12/28/12 12:30,41.89014923,-87.65192193
12/28/12 12:00,41.90782244,-87.66411063
12/28/12 11:00,41.91334733,-87.67372655
12/28/12 10:34,41.78541279,-87.65722679
12/28/12 10:00,41.84727255,-87.67872558
12/28/12 9:00,41.74885909,-87.56269379
12/28/12 9:00,41.88031173,-87.66462911
12/28/12 8:00,41.68555145,-87.66451167
12/28/12 8:00,41.66847161,-87.63423332
12/28/12 7:45,41.85964362,-87.70776857
12/28/12 7:00,41.72339536,-87.62239606
12/28/12 7:00,41.84198804,-87.70143381
12/28/12 6:33,41.95035629,-87.68196564
12/28/12 6:00,41.74432108,-87.60362738
12/28/12 5:40,41.80171296,-87.68564816
12/28/12 5:30,41.72308211,-87.60827815
12/28/12 5:00,41.74547814,-87.56721212
12/28/12 3:00,41.93772195,-87.68829095
12/28/12 2:00,41.83366237,-87.72076558
12/28/12 1:30,41.72383065,-87.61384874
12/28/12 1:00,41.80459677,-87.72731076
12/28/12 1:00,41.91649052,-87.72149892
12/28/12 0:01,41.68618323,-87.6646113
12/28/12 0:01,41.82234896,-87.69726108
12/27/12 23:15,41.79401122,-87.63574949
12/27/12 23:15,41.88203293,-87.7476397
12/27/12 23:00,41.89693276,-87.68457674
12/27/12 23:00,41.78267116,-87.69215359
12/27/12 23:00,41.80032629,-87.73036938
12/27/12 22:30,41.8348971,-87.72537739
12/27/12 22:00,41.76481262,-87.68311633
12/27/12 22:00,41.7823578,-87.71254618
12/27/12 21:00,41.85882478,-87.6475008
12/27/12 21:00,41.66099516,-87.64271666
12/27/12 20:00,41.80274459,-87.6914767
12/27/12 19:30,41.98649449,-87.74816182
12/27/12 19:00,41.65845639,-87.59756402
12/27/12 19:00,41.78601319,-87.71305359
12/27/12 18:00,41.91091815,-87.6989579
12/27/12 15:45,41.73560376,-87.59738396
12/27/12 14:00,41.8952206,-87.64869459
12/27/12 14:00,41.85212975,-87.6715186
12/27/12 14:00,41.92298266,-87.72291407
12/27/12 13:45,41.77420261,-87.64479201
12/27/12 13:30,41.95294865,-87.7378958
12/27/12 12:45,41.92265888,-87.7172694
12/27/12 12:30,41.6988671,-87.64730992
12/27/12 12:00,41.8935377,-87.6615896
12/27/12 11:20,41.84887425,-87.67759714
12/27/12 11:00,41.87084318,-87.72415205
12/27/12 10:45,41.73019655,-87.550329
12/27/12 10:45,41.83666478,-87.73380077
12/27/12 10:00,41.77290578,-87.61277267
12/27/12 8:00,41.91528172,-87.72227836
12/27/12 7:50,41.87494214,-87.67427948
12/27/12 7:40,41.85356129,-87.69412191
12/27/12 7:00,41.92095426,-87.72438481
12/27/12 7:00,41.84548124,-87.69051021
12/27/12 6:45,41.92952136,-87.67844393
12/27/12 6:07,41.7814478,-87.69818977
12/27/12 5:30,41.75115509,-87.66603727
12/27/12 4:30,41.75562578,-87.66371501
12/27/12 2:00,41.92471869,-87.7165514
12/27/12 2:00,41.8080225,-87.6980117
12/27/12 1:30,41.8533331,-87.66653625
12/27/12 1:00,41.75590359,-87.64432793
12/27/12 0:01,41.80101922,-87.64424093
12/27/12 0:01,41.89686273,-87.65767969
12/26/12 23:40,41.84834954,-87.73426424
12/26/12 23:00,41.75349639,-87.58460547
12/26/12 23:00,41.88942456,-87.74898615
12/26/12 23:00,41.88276432,-87.72832801
12/26/12 22:00,41.77051595,-87.64187311
12/26/12 21:30,41.75525843,-87.56550889
12/26/12 21:00,41.86955326,-87.71949049
12/26/12 20:30,41.90368492,-87.72648117
12/26/12 20:30,41.77421595,-87.70858471
12/26/12 19:00,41.8587151,-87.6563047
12/26/12 18:00,41.92864811,-87.79798933
12/26/12 17:30,41.75656261,-87.62945183
12/26/12 17:00,41.92473728,-87.69337151
12/26/12 17:00,41.93030747,-87.65270743
12/26/12 16:30,41.80694835,-87.68698557
12/26/12 16:00,41.93996112,-87.75688313
12/26/12 15:00,41.76558753,-87.57828113
12/26/12 14:30,41.766473,-87.61625732
